content_id,title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
4.80409E+18,Mining in Space Could Lead to Conflicts on Earth - Facts So Romantic - Nautilus,Google's AI DeepMind Turns its Gaze to Hearthstone and Magic: The Gathering - IGN,Unknown NEO GEO MVS Fighting Game Discovered & Dumped - Arcade Heroes,Kite wants to be every developer's pair-programming buddy,"So your AI bot went haywire, should you care?",Deep learning will be huge - and here's who will dominate it
4.80741E+18,Neoliberalismo a ideologia na raiz de todos os nossos problemas,Capturing China's $5 trillion productivity opportunity,Cover-More to raise $73.3 million to buy Travelex insurance unit,Australian Bitcoin Entrepreneur Launches Robo-Advice Platform,Johnson & Johnson Targets 85% of Apps in Cloud by 2018,"PayPal is shutting down its Windows Phone, BlackBerry, and Amazon apps"
4.80772E+18,Apple Acquires Machine Learning Company Turi For $200 Million,10 Stats About Artificial Intelligence That Will Blow You Away -- The Motley Fool,To Be Continued: Helping you find shows you want to continue watching,Creative Applications of Deep Learning with TensorFlow | Kadenze,"At eBay, Machine Learning is Driving Innovative New Approaches to Search Experiences",​Google's AI software is moving into your iPhone
4.81209E+18,"Xiaomi will play an exciting part at Google I/O, apparently",What's The Atomic Unit Of Your Product/Service?,Virtual Weapons Are Turning Teen Gamers Into Serious Gamblers,Hollar snags another $30 million for its fast-growing dollar store app,Hubble Contacts raises $7.2 million to deliver disposable lenses direct to consumers,Building Products
4.81442E+18,"Netflix says Geography, Age, and Gender are ""Garbage"" for Predicting Taste",Mapping the World of Music Using Machine Learning: Part 1 - iHeartRadio Tech Blog,How I got into the top 15 of a Kaggle competition in 3 days: A Python Tutorial,Deep Learning Race: A Survey of Industry Players' Strategies - Intuition Machine,Google researchers teach AIs to see the important parts of images - and tell you about them,Machine learning at the museum: this week on Google Cloud Platform
4.81563E+18,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Mastercard libera APIs para quem quer desenvolver novas fintechs,"Agile is Dead, Long Live Continuous Delivery - Gradle",A Arte de Fazer o Dobro do Trabalho na Metade do Tempo sem Scrum,Swift Top 10 Articles For The Past Year (v.2017),What DeepMind brings to Alphabet
4.81762E+18,Facebook now flags and down-ranks fake news with help from outside fact checkers,"contentId
7944907848226041964    Cego é destaque entre os fotógrafos que regist...
7944907848226041964    Cego é destaque entre os fotógrafos que regist...
Name: title, dtype: object","Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",Getting Ready For HTTP/2: A Guide For Web Designers And Developers - Smashing Magazine,Yahoo discloses hack of 1 billion accounts,Falling for Web Components
4.8319E+18,The Hardest Part About Microservices: Your Data,Spring Boot 1.4 released,Test Driven Development by Example: Validation in Java,Stop Trying to Monetize Your Data - Built to Adapt,How Kotlin became our primary language for Android - UPTech Team,Introduction to Spring REST Docs | Baeldung
4.83387E+18,7 Powerful Habits That Make You More Assertive,Google Calendar's newest feature uses machine learning to help you actually accomplish your goals,​Google's AI software is moving into your iPhone,5 motivos para não escrever 5 motivos,The Conversational Economy Part 1: What's Causing the Bot Craze?,Creative Applications of Deep Learning with TensorFlow | Kadenze
4.84378E+18,The 200 billion dollar chatbot disruption,"EC2 Price Reduction (C4, M4, and T2 Instances) | AWS Blog",Farmers Demand Right to Fix Their Own Dang Tractors - Modern Farmer,"Who Owns Digital Transformation? According To A New Survey, It's Not The CIO",Announcing the Acquia Engage Awards,Apple Has Created 'Detailed Mockups' of iMessage for Android
4.86169E+18,Diversidade no Brasil: um longo caminho a percorrer,The Language of Beauty Ads,Defining The Sharing Economy: What Is Collaborative Consumption--And What Isn't?,Savage Love Letter of the Day: Get Out There and Fight,Behind the Scam: What Does It Take to Be a 'Best-Selling Author'? $3 and 5 Minutes. - The Mission,Living the Millennial Dream - ABODO
4.8659E+18,Coca-Cola Brasil entra no mercado de café,Google : End Of The Online Advertising Bubble,Pastejacking,"Robotics, VR Content Take Center Stage at CES, But Where Is Cannabiz?",Face recognition app taking Russia by storm may bring end to public anonymity,The Year in Design - Zeldman on Web & Interaction Design
4.86662E+18,Siemens and General Electric gear up for the internet of things,Cracks are showing in Uber but the company coming out of the shell is not what you thought,Bitcoin In The Time Of Negative Interest Rates,"Why 3,000 bank branches must close",Empresas de tecnologia preparam mais demissões após cortes na Cisco,Now we know how profitable Microsoft's cloud business is -and investors should be happy
4.86969E+18,"R.I.P. David Bunnell, founder of MacWorld | Cult of Mac","contentId
5817939718364925129    Today in Apple history: Steve Jobs passes away...
5817939718364925129       Today in Apple history: Steve Jobs passes away
Name: title, dtype: object","R.I.P. David Bunnell, founder of MacWorld | Cult of Mac",Today in Apple history: Happy birthday Steve Wozniak,"contentId
2847365042071859088    IBM now uses more Macs than any other company ...
2847365042071859088    IBM now uses more Macs than any other company ...
Name: title, dtype: object",Today in Apple history: Steve Jobs resigns as Apple CEO
4.87677E+18,Shopping em BH terá fazenda urbana de 2.700 m²,NoSQL Performance Benchmarks,Fábio Prado - Overview sobre índices - DBA Brasil 1.0,Gartner Reprint,SQL vs NoSQL: you do want to have a relational storage by default - Enterprise Craftsmanship,Home-Made Twitter and Gmail Notifications with PHP and Arduino
4.87783E+18,Google Cloud Platform: The smart person's guide - TechRepublic,"Claudia Sender, 41 | UOL Economia",Humanos seriam desse jeito se evoluíssem para sobreviver a acidentes de carro,"How to build a robot that ""sees"" with $100 and TensorFlow",15 Interesting JavaScript and CSS Libraries for October 2016,"7 dicas, macetes e apps que uso para organizar o meu dia e ser mais produtivo no trabalho"
4.89101E+18,Introducing Kotlin support in Spring Framework 5.0,Stop Trying to Monetize Your Data - Built to Adapt,Spring Boot 1.4 released,Introduction to Spring REST Docs | Baeldung,How Kotlin became our primary language for Android - UPTech Team,Taking Microservices Home - NGINX
4.89116E+18,Motion with Meaning: Semantic Animation in Interface Design,LOGOBR School | Behance Reviews Campinas 2016,A identidade visual de Budapeste para as Olimpíadas de 2024,New Asia Trend Briefing from TrendWatching | SOCIAL SERVANTS,Popular Internet of Things Forecast of 50 Billion Devices by 2020 Is Outdated,TAM recebe primeira aeronave com o design e pintura da LATAM e avança na implantação da nova marca!
4.8939E+18,[Article] Poka Yoke: o que é e como implementar | Endeavor Brasil,[Tools] XMind Plus - Last Chance for students' 1$ gift,[Webinar] PMI | Project Management Institute,[Framework] Lean IT Governance,Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,[Event] CuboTalks
4.89483E+18,Um misterioso vórtice escuro surgiu sobre Netuno,Carrinho de criança carrega seu smartphone usando geradores instalados nas rodas,Como o Facebook testa o impacto que a atualização dos apps têm na bateria dos smartphones,Quem pediu mais um formato de cartão de memória? Ninguém? Eis o UFS!,Desinformação (até do Senado) faz motoristas acenderem farol à toa - Outra Cidade,Confira as novidades apresentadas no Google I/O 2016
4.89499E+18,Inovação em setores da indústria é tema de Fórum na Unicamp no dia 17,"Meet SwagBot, the Robot Cowboy that Can Herd and Monitor Cattle on Its Own - Modern Farmer","Millennials Don't Care About Owning Cars, And Car Makers Can't Figure Out Why",Amazon passa Google como ponto de partida para buscas de e-commerce - IDG Now!,"EC2 Price Reduction (C4, M4, and T2 Instances) | AWS Blog",Sympathy for Lady Vengeance (2005)
4.8954E+18,2. Why Drupal is ideal for ecommerce,Announcing pricing for Google Stackdriver,Measuring the Benefits of Software Reuse,Punch-Drunk Love (2002),"Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]",3. The case for Drupal and SaaS
4.89955E+18,The Real Lesson for Data Science That is Demonstrated by Palantir's Struggles,From Insight-as-a-Service to insightful applications,"contentId
4315784099325221836    tins ::: Rick Klau's weblog
4315784099325221836    tins ::: Rick Klau's weblog
Name: title, dtype: object","contentId
9033884391004475493    The Art of the OKR
9033884391004475493    The Art of the OKR
Name: title, dtype: object",The SFMOMA's New App Will Forever Change How You Enjoy Museums,"Ava wants to molecularly replicate high-end wines, no grapes necessary"
4.90478E+18,My Approach to Mobile Accessibility Testing - Ministry of Testing,5 Asian Trends for 2017,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR","Google tests a more personalized version of its virtual assistant, Google Now",O seu conteúdo está preparado para as duas internets?,Top 5 Android Testing Frameworks with Examples
4.90963E+18,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,What Is a Good Retention Rate for Online Software,Family photo sharing platform Togethera shutters after low growth numbers,Como o Trello foi de 4 a 17 milhões de usuários,Relating a Problem Definition to IoT Architecture | Intel® Software,New South & Central America Trend Briefing from TrendWatching | PROTECTIVE TECH
4.9117E+18,Why image recognition is about to transform business,Facebook Messenger bots are here and they want to kill apps,Mobile marketing statistics 2016,The barbell effect of machine learning.,Google Cloud Goes to the Farm,Skully officially admits it's over
4.91514E+18,Portugal runs for four days straight on renewable energy alone,Using Google Analytics with Leadfeeder for B2B Lead Generation,Request lesson : How and when to use はず(=hazu) | Maggie Sensei,Lista tem 15 dicas para Google Docs; teste,How Coca-Cola Is Harvesting Innovation Energy From Startups,O uso da vírgula e seus pré-requisitos - Português
4.91642E+18,[GTD] Forget About Setting Goals. Focus on This Instead.,[Event] Palestra Competitive Strategy and Competition,Replace Lego's $190 Intelligent Brick with MIT's Scratch and a $40 Raspberry Pi,[Coursera] Introduction to Communication Science - University of Amsterdam | Coursera,"[Situation Wall] Jamboard - the whiteboard, reimagined for collaboration in the cloud",Pokémon GO e o impacto na experiência do usuário -
4.91836E+18,Saúde de homens gays e bi é foco de nova campanha do governo,Cartórios Não Podem Recusar Registro De Filhos De Casais Homoafetivos,Nova campanha da Avon tem drag queen como estrela,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",Campanha do Dicionário Houaiss pretende mudar a definição de família,Amor sem fronteiras: série de fotos retrata casais gays pelo mundo
4.9207E+18,Login sem senha no Android deve chegar até o final de 2016 | Google Discovery,"Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery",App do Google Search para Android agora busca por músicas no Brasil | Google Discovery,Dial in with ease using the latest Google Calendar app for Android,Google moves to replace Flash with HTML5,App do YouTube ganha sistema de bate-papo privado | Google Discovery
4.94512E+18,Sharing innovation with your competitors - Dries Buytaert,Acquia Engage 2016: Day One,Load Testing Our Site on Pantheon (Drupalize.me),Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),"Waterwheel, the Drupal SDK Ecosystem",Defining The Sharing Economy: What Is Collaborative Consumption--And What Isn't?
